medcode,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
10504,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Right sided cerebral infarction', 'Readcode': 'G64z300'}"
15019,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral embolism', 'Readcode': 'G641.00'}"
15252,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Brainstem infarction NOS', 'Readcode': 'G64z.11'}"
16517,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral thrombosis', 'Readcode': 'G640.00'}"
23671,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral infarct due to thrombosis of precerebral arteries', 'Readcode': 'G63y000'}"
24446,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral infarction due to embolism of precerebral arteries', 'Readcode': 'G63y100'}"
25615,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Brainstem infarction', 'Readcode': 'G64z000'}"
26424,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Infarction of basal ganglia', 'Readcode': 'G64z400'}"
27975,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral infarction due to embolism of cerebral arteries', 'Readcode': 'G641000'}"
3149,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral infarction NOS', 'Readcode': 'G64z.00'}"
33543,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs', 'Readcode': 'G6X..00'}"
34758,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral embolus', 'Readcode': 'G641.11'}"
36717,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral infarction due to thrombosis of cerebral arteries', 'Readcode': 'G640000'}"
39403,History of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Sequelae of cerebral infarction', 'Readcode': 'G683.00'}"
40758,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cereb infarct due unsp occlus/stenos precerebr arteries', 'Readcode': 'G6W..00'}"
47642,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Wallenberg syndrome', 'Readcode': 'G64z100'}"
5185,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Lateral medullary syndrome', 'Readcode': 'G64z111'}"
5363,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'CVA - cerebral artery occlusion', 'Readcode': 'G64..11'}"
53745,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': '[X]Other cerebral infarction', 'Readcode': 'Gyu6400'}"
5602,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebellar infarction', 'Readcode': 'G64z.12'}"
569,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Infarction - cerebral', 'Readcode': 'G64..12'}"
57495,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Infarction - precerebral', 'Readcode': 'G63..11'}"
6155,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Stroke due to cerebral arterial occlusion', 'Readcode': 'G64..13'}"
8837,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Cerebral arterial occlusion', 'Readcode': 'G64..00'}"
91627,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': '[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs', 'Readcode': 'Gyu6300'}"
94482,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': '[X]Cereb infarct due unsp occlus/stenos precerebr arteries', 'Readcode': 'Gyu6G00'}"
9985,Diagnosis of Ischaemic stroke,Med codes,C838,2815,Ischaemic stroke - Primary care,PH56,112,Ischaemic stroke,"{'Disease': 'Ischaemic stroke', 'ReadcodeDescr': 'Left sided cerebral infarction', 'Readcode': 'G64z200'}"
