medcode,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
103574,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Obesity hypoventilation syndrome', 'Readcode': 'C38y011'}"
104129,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Adult-onset obesity', 'Readcode': 'C380600'}"
104421,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Lifelong obesity', 'Readcode': 'C380700'}"
10728,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Dietary advice for obesity', 'Readcode': 'ZC2CM00'}"
11401,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Simple obesity NOS', 'Readcode': 'C38z000'}"
11461,History of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Obesity monitoring', 'Readcode': '66C..00'}"
13278,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Body mass index 30+ - obesity', 'Readcode': '22K5.00'}"
16196,History of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'H/O: obesity', 'Readcode': '1444.00'}"
17444,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Reason for obesity therapy - occupational', 'Readcode': '66CE.00'}"
17477,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': '[V]Dietary counselling in obesity', 'Readcode': 'ZV65319'}"
18863,Procedure for Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Laparoscopic adjustable gastric banding', 'Readcode': '7613200.0'}"
19929,Procedure for Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Bypass of jejunum by anastomosis of jejunum to ileum', 'Readcode': '7633100.0'}"
21744,History of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Obesity clinic administration', 'Readcode': '9OK..11'}"
22556,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Body mass index 40+ - severely obese', 'Readcode': '22K7.00'}"
22695,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Central obesity', 'Readcode': 'C380400'}"
24755,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Pickwickian syndrome', 'Readcode': 'C38y.11'}"
25968,Diagnosis of Obesity,Med codes,C1315,3769,Obesity - Primary care,PH221,442,Obesity,"{'Disease': 'Obesity', 'ReadcodeDescr': 'Generalised obesity', 'Readcode': 'C380500'}"
